"Notes"	"Year"	"Year Code"	"State"	"State Code"	"Cancer Sites"	"Cancer Sites Code"	Mortality-Incidence Age-Adjusted Rate Ratio	Death Counts	Mortality Population	Mortality Age-Adjusted Rate	Incidence Counts	Incidence Age-Adjusted Rate
	"2007"	"2007"	"Utah"	"49"	"Melanoma of the Skin"	"25010"	0.105	64	2597746	3.144	623	30.061
	"2007"	"2007"	"Utah"	"49"	"Female Breast"	"26000-Female"	0.190	217	1292672	20.567	1158	108.065
	"2007"	"2007"	"Utah"	"49"	"Corpus Uteri"	"27020"	0.074	16	1292672	1.519	224	20.516
	"2007"	"2007"	"Utah"	"49"	"Prostate"	"28010"	0.158	215	1305074	29.249	1704	184.653
	"2007"	"2007"	"Utah"	"49"	"Urinary Bladder"	"29010"	0.175	60	2597746	3.253	355	18.555
	"2007"	"2007"	"Utah"	"49"	"Kidney and Renal Pelvis"	"29020"	0.259	56	2597746	2.817	225	10.896
	"2007"	"2007"	"Utah"	"49"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.278	107	2597746	5.740	417	20.670
	"2007"	"2007"	"Utah"	"49"	"Leukemias"	"35011-35043"	0.598	154	2597746	7.923	280	13.247
	"2007"	"2007"	"Vermont"	"50"	"Colon and Rectum"	"21041-21052"	0.413	126	623481	17.688	307	42.822
	"2007"	"2007"	"Vermont"	"50"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.582	26	623481	3.640	46	6.252
	"2007"	"2007"	"Vermont"	"50"	"Pancreas"	"21100"	0.769	74	623481	10.462	99	13.612
	"2007"	"2007"	"Vermont"	"50"	"Lung and Bronchus"	"22030"	0.779	404	623481	56.341	522	72.369
	"2007"	"2007"	"Vermont"	"50"	"Melanoma of the Skin"	"25010"	0.105	21	623481	2.970	200	28.198
	"2007"	"2007"	"Vermont"	"50"	"Female Breast"	"26000-Female"	0.183	99	316538	24.609	517	134.794
	"2007"	"2007"	"Vermont"	"50"	"Prostate"	"28010"	0.136	56	306943	21.184	535	155.778
	"2007"	"2007"	"Vermont"	"50"	"Urinary Bladder"	"29010"	0.238	41	623481	5.660	172	23.818
	"2007"	"2007"	"Vermont"	"50"	"Kidney and Renal Pelvis"	"29020"	0.228	28	623481	3.951	125	17.346
	"2007"	"2007"	"Vermont"	"50"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.291	44	623481	6.201	153	21.303
	"2007"	"2007"	"Vermont"	"50"	"Leukemias"	"35011-35043"	0.575	51	623481	7.297	83	12.700
	"2007"	"2007"	"Virginia"	"51"	"Colon and Rectum"	"21041-21052"	0.383	1277	7751000	16.818	3405	43.916
	"2007"	"2007"	"Virginia"	"51"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.955	382	7751000	4.843	414	5.071
	"2007"	"2007"	"Virginia"	"51"	"Pancreas"	"21100"	0.993	878	7751000	11.450	886	11.526
	"2007"	"2007"	"Virginia"	"51"	"Lung and Bronchus"	"22030"	0.807	4061	7751000	53.307	5079	66.045
	"2007"	"2007"	"Virginia"	"51"	"Melanoma of the Skin"	"25010"	0.133	238	7751000	3.061	1826	23.010
	"2007"	"2007"	"Virginia"	"51"	"Female Breast"	"26000-Female"	0.193	1085	3947966	24.795	5570	128.218
	"2007"	"2007"	"Virginia"	"51"	"Corpus Uteri"	"27020"	0.101	89	3947966	2.106	933	20.902
	"2007"	"2007"	"Virginia"	"51"	"Prostate"	"28010"	0.147	709	3803034	26.104	6462	177.452
	"2007"	"2007"	"Virginia"	"51"	"Urinary Bladder"	"29010"	0.217	319	7751000	4.379	1542	20.185
	"2007"	"2007"	"Virginia"	"51"	"Kidney and Renal Pelvis"	"29020"	0.257	304	7751000	3.975	1242	15.474
	"2007"	"2007"	"Virginia"	"51"	"Thyroid"	"32010"	0.026	22	7751000	0.268	843	10.487
	"2007"	"2007"	"Virginia"	"51"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.351	479	7751000	6.427	1431	18.311
	"2007"	"2007"	"Virginia"	"51"	"Leukemias"	"35011-35043"	0.631	523	7751000	7.002	859	11.101
	"2007"	"2007"	"Washington"	"53"	"Colon and Rectum"	"21041-21052"	0.367	977	6461587	14.977	2667	40.821
	"2007"	"2007"	"Washington"	"53"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.826	387	6461587	5.837	487	7.071
	"2007"	"2007"	"Washington"	"53"	"Pancreas"	"21100"	0.906	710	6461587	10.863	782	11.991
	"2007"	"2007"	"Washington"	"53"	"Lung and Bronchus"	"22030"	0.808	3179	6461587	50.058	3961	61.988
	"2007"	"2007"	"Washington"	"53"	"Melanoma of the Skin"	"25010"	0.129	206	6461587	3.111	1619	24.210
	"2007"	"2007"	"Washington"	"53"	"Female Breast"	"26000-Female"	0.175	799	3247800	21.988	4439	125.402
	"2007"	"2007"	"Washington"	"53"	"Corpus Uteri"	"27020"	0.086	70	3247800	1.877	790	21.709
	"2007"	"2007"	"Washington"	"53"	"Prostate"	"28010"	0.153	635	3213787	24.996	4993	163.002
	"2007"	"2007"	"Washington"	"53"	"Urinary Bladder"	"29010"	0.223	317	6461587	4.901	1423	22.026
	"2007"	"2007"	"Washington"	"53"	"Kidney and Renal Pelvis"	"29020"	0.261	272	6461587	4.141	1058	15.873
	"2007"	"2007"	"Washington"	"53"	"Thyroid"	"32010"	0.068	48	6461587	0.755	738	11.119
	"2007"	"2007"	"Washington"	"53"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.327	440	6461587	6.906	1384	21.096
	"2007"	"2007"	"Washington"	"53"	"Leukemias"	"35011-35043"	0.534	481	6461587	7.610	918	14.243
	"2007"	"2007"	"West Virginia"	"54"	"Colon and Rectum"	"21041-21052"	0.383	468	1834052	20.441	1221	53.327
	"2007"	"2007"	"West Virginia"	"54"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.840	113	1834052	5.000	136	5.950
	"2007"	"2007"	"West Virginia"	"54"	"Pancreas"	"21100"	0.866	213	1834052	9.105	245	10.510
	"2007"	"2007"	"West Virginia"	"54"	"Lung and Bronchus"	"22030"	0.741	1505	1834052	64.931	2030	87.595
	"2007"	"2007"	"West Virginia"	"54"	"Melanoma of the Skin"	"25010"	0.156	65	1834052	2.989	410	19.152
	"2007"	"2007"	"West Virginia"	"54"	"Female Breast"	"26000-Female"	0.193	283	932683	22.247	1379	115.566
	"2007"	"2007"	"West Virginia"	"54"	"Corpus Uteri"	"27020"	0.086	28	932683	2.355	334	27.463
	"2007"	"2007"	"West Virginia"	"54"	"Prostate"	"28010"	0.120	160	901369	18.630	1674	155.175
	"2007"	"2007"	"West Virginia"	"54"	"Urinary Bladder"	"29010"	0.209	112	1834052	4.916	541	23.487
	"2007"	"2007"	"West Virginia"	"54"	"Kidney and Renal Pelvis"	"29020"	0.269	108	1834052	4.588	382	17.039
	"2007"	"2007"	"West Virginia"	"54"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.346	176	1834052	7.659	499	22.135
	"2007"	"2007"	"West Virginia"	"54"	"Leukemias"	"35011-35043"	0.517	174	1834052	7.730	326	14.952
	"2007"	"2007"	"Wisconsin"	"55"	"Colon and Rectum"	"21041-21052"	0.333	950	5610775	15.086	2778	45.334
	"2007"	"2007"	"Wisconsin"	"55"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.835	294	5610775	4.682	353	5.610
	"2007"	"2007"	"Wisconsin"	"55"	"Pancreas"	"21100"	0.813	637	5610775	10.379	782	12.770
	"2007"	"2007"	"Wisconsin"	"55"	"Lung and Bronchus"	"22030"	0.758	2915	5610775	48.194	3852	63.612
	"2007"	"2007"	"Wisconsin"	"55"	"Melanoma of the Skin"	"25010"	0.139	161	5610775	2.565	1102	18.498
	"2007"	"2007"	"Wisconsin"	"55"	"Female Breast"	"26000-Female"	0.164	723	2827782	20.755	4105	126.637
	"2007"	"2007"	"Wisconsin"	"55"	"Corpus Uteri"	"27020"	0.105	102	2827782	2.935	929	28.054
	"2007"	"2007"	"Wisconsin"	"55"	"Prostate"	"28010"	0.167	639	2782993	26.442	4524	158.429
	"2007"	"2007"	"Wisconsin"	"55"	"Urinary Bladder"	"29010"	0.194	290	5610775	4.562	1429	23.477
	"2007"	"2007"	"Wisconsin"	"55"	"Kidney and Renal Pelvis"	"29020"	0.264	265	5610775	4.272	984	16.158
	"2007"	"2007"	"Wisconsin"	"55"	"Thyroid"	"32010"	0.072	44	5610775	0.694	557	9.706
	"2007"	"2007"	"Wisconsin"	"55"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.337	435	5610775	7.010	1254	20.788
	"2007"	"2007"	"Wisconsin"	"55"	"Leukemias"	"35011-35043"	0.443	465	5610775	7.612	1038	17.179
	"2007"	"2007"	"Wyoming"	"56"	"Colon and Rectum"	"21041-21052"	0.470	102	534876	19.033	225	40.517
	"2007"	"2007"	"Wyoming"	"56"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.887	24	534876	4.250	28	4.791
	"2007"	"2007"	"Wyoming"	"56"	"Pancreas"	"21100"	1.325 (Unreliable)	62	534876	11.411	49	8.615
	"2007"	"2007"	"Wyoming"	"56"	"Lung and Bronchus"	"22030"	0.924	249	534876	45.533	271	49.292
	"2007"	"2007"	"Wyoming"	"56"	"Melanoma of the Skin"	"25010"	0.192	18	534876	3.314	98	17.252
	"2007"	"2007"	"Wyoming"	"56"	"Female Breast"	"26000-Female"	0.208	67	262776	23.688	333	114.139
	"2007"	"2007"	"Wyoming"	"56"	"Prostate"	"28010"	0.119	45	272100	20.371	481	171.048
	"2007"	"2007"	"Wyoming"	"56"	"Urinary Bladder"	"29010"	0.165	20	534876	3.710	123	22.436
	"2007"	"2007"	"Wyoming"	"56"	"Kidney and Renal Pelvis"	"29020"	0.278	26	534876	4.742	96	17.060
	"2007"	"2007"	"Wyoming"	"56"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.395	38	534876	7.179	101	18.179
	"2007"	"2007"	"Wyoming"	"56"	"Leukemias"	"35011-35043"	0.600	45	534876	8.266	75	13.774
	"2008"	"2008"	"Alabama"	"01"	"Colon and Rectum"	"21041-21052"	0.378	979	4718206	19.126	2631	50.570
	"2008"	"2008"	"Alabama"	"01"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.959	311	4718206	5.923	328	6.179
	"2008"	"2008"	"Alabama"	"01"	"Pancreas"	"21100"	0.868	590	4718206	11.448	689	13.195
	"2008"	"2008"	"Alabama"	"01"	"Lung and Bronchus"	"22030"	0.752	3079	4718206	58.841	4129	78.230
	"2008"	"2008"	"Alabama"	"01"	"Melanoma of the Skin"	"25010"	0.131	139	4718206	2.734	1066	20.887
	"2008"	"2008"	"Alabama"	"01"	"Female Breast"	"26000-Female"	0.190	686	2430257	23.335	3453	122.801
	"2008"	"2008"	"Alabama"	"01"	"Corpus Uteri"	"27020"	0.102	55	2430257	1.821	520	17.824
	"2008"	"2008"	"Alabama"	"01"	"Prostate"	"28010"	0.178	522	2287949	27.970	3773	157.368
	"2008"	"2008"	"Alabama"	"01"	"Urinary Bladder"	"29010"	0.202	185	4718206	3.696	951	18.281
	"2008"	"2008"	"Alabama"	"01"	"Kidney and Renal Pelvis"	"29020"	0.239	201	4718206	3.842	843	16.075
	"2008"	"2008"	"Alabama"	"01"	"Thyroid"	"32010"	0.051	25	4718206	0.470	451	9.208
	"2008"	"2008"	"Alabama"	"01"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.421	327	4718206	6.535	793	15.508
	"2008"	"2008"	"Alabama"	"01"	"Leukemias"	"35011-35043"	0.606	389	4718206	7.715	643	12.734
	"2008"	"2008"	"Alaska"	"02"	"Colon and Rectum"	"21041-21052"	0.378	78	687455	17.977	244	47.536
	"2008"	"2008"	"Alaska"	"02"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.855	37	687455	6.668	49	7.794
	"2008"	"2008"	"Alaska"	"02"	"Pancreas"	"21100"	0.991	63	687455	13.985	70	14.115
	"2008"	"2008"	"Alaska"	"02"	"Lung and Bronchus"	"22030"	0.749	258	687455	53.725	349	71.685
	"2008"	"2008"	"Alaska"	"02"	"Female Breast"	"26000-Female"	0.135	48	329412	17.780	400	132.063
	"2008"	"2008"	"Alaska"	"02"	"Prostate"	"28010"	0.181	39	358043	24.344	385	134.690
	"2008"	"2008"	"Alaska"	"02"	"Urinary Bladder"	"29010"	0.192	19	687455	4.674	120	24.304
	"2008"	"2008"	"Alaska"	"02"	"Kidney and Renal Pelvis"	"29020"	0.228	19	687455	3.900	99	17.128
	"2008"	"2008"	"Alaska"	"02"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.393	32	687455	7.281	102	18.513
	"2008"	"2008"	"Alaska"	"02"	"Leukemias"	"35011-35043"	0.446	28	687455	5.510	70	12.355
	"2008"	"2008"	"Arizona"	"04"	"Colon and Rectum"	"21041-21052"	0.358	906	6280362	13.883	2532	38.756
	"2008"	"2008"	"Arizona"	"04"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.828	354	6280362	5.275	434	6.373
	"2008"	"2008"	"Arizona"	"04"	"Pancreas"	"21100"	0.896	642	6280362	9.723	714	10.854
	"2008"	"2008"	"Arizona"	"04"	"Lung and Bronchus"	"22030"	0.734	2669	6280362	40.186	3639	54.745
	"2008"	"2008"	"Arizona"	"04"	"Melanoma of the Skin"	"25010"	0.161	167	6280362	2.541	1017	15.766
	"2008"	"2008"	"Arizona"	"04"	"Female Breast"	"26000-Female"	0.173	734	3155278	20.581	4110	119.193
	"2008"	"2008"	"Arizona"	"04"	"Corpus Uteri"	"27020"	0.069	49	3155278	1.307	672	18.833
	"2008"	"2008"	"Arizona"	"04"	"Prostate"	"28010"	0.190	575	3125084	21.032	3570	110.751
	"2008"	"2008"	"Arizona"	"04"	"Urinary Bladder"	"29010"	0.201	259	6280362	3.987	1303	19.840
	"2008"	"2008"	"Arizona"	"04"	"Kidney and Renal Pelvis"	"29020"	0.242	251	6280362	3.790	1037	15.654
	"2008"	"2008"	"Arizona"	"04"	"Thyroid"	"32010"	0.029	29	6280362	0.445	967	15.387
	"2008"	"2008"	"Arizona"	"04"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.420	436	6280362	6.756	1042	16.074
	"2008"	"2008"	"Arizona"	"04"	"Leukemias"	"35011-35043"	0.590	387	6280362	5.988	662	10.149
	"2008"	"2008"	"Arkansas"	"05"	"Colon and Rectum"	"21041-21052"	0.413	632	2874554	19.649	1537	47.613
	"2008"	"2008"	"Arkansas"	"05"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.929	173	2874554	5.311	187	5.718
	"2008"	"2008"	"Arkansas"	"05"	"Pancreas"	"21100"	0.940	358	2874554	11.079	384	11.792
	"2008"	"2008"	"Arkansas"	"05"	"Lung and Bronchus"	"22030"	0.830	2218	2874554	67.548	2687	81.354
	"2008"	"2008"	"Arkansas"	"05"	"Melanoma of the Skin"	"25010"	0.184	82	2874554	2.615	452	14.214
	"2008"	"2008"	"Arkansas"	"05"	"Female Breast"	"26000-Female"	0.203	382	1464220	21.374	1794	105.104
	"2008"	"2008"	"Arkansas"	"05"	"Corpus Uteri"	"27020"	0.072	25	1464220	1.342	328	18.729
	"2008"	"2008"	"Arkansas"	"05"	"Prostate"	"28010"	0.158	294	1410334	23.817	2310	150.707
	"2008"	"2008"	"Arkansas"	"05"	"Urinary Bladder"	"29010"	0.231	144	2874554	4.450	628	19.273
	"2008"	"2008"	"Arkansas"	"05"	"Kidney and Renal Pelvis"	"29020"	0.275	152	2874554	4.633	541	16.828
	"2008"	"2008"	"Arkansas"	"05"	"Thyroid"	"32010"	0.067	18	2874554	0.566	254	8.399
	"2008"	"2008"	"Arkansas"	"05"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.351	204	2874554	6.326	577	18.017
	"2008"	"2008"	"Arkansas"	"05"	"Leukemias"	"35011-35043"	0.738	258	2874554	7.989	338	10.820
	"2008"	"2008"	"California"	"06"	"Colon and Rectum"	"21041-21052"	0.334	5118	36604337	14.792	15404	44.338
	"2008"	"2008"	"California"	"06"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.757	2393	36604337	6.815	3235	9.000
	"2008"	"2008"	"California"	"06"	"Pancreas"	"21100"	0.882	3547	36604337	10.299	4037	11.682
	"2008"	"2008"	"California"	"06"	"Lung and Bronchus"	"22030"	0.758	13067	36604337	38.620	17322	50.959
	"2008"	"2008"	"California"	"06"	"Melanoma of the Skin"	"25010"	0.123	931	36604337	2.651	7623	21.470
	"2008"	"2008"	"California"	"06"	"Female Breast"	"26000-Female"	0.172	4204	18396972	21.609	23985	125.899
	"2008"	"2008"	"California"	"06"	"Corpus Uteri"	"27020"	0.079	338	18396972	1.770	4335	22.365
	"2008"	"2008"	"California"	"06"	"Prostate"	"28010"	0.157	3025	18207365	22.291	22628	141.902
	"2008"	"2008"	"California"	"06"	"Urinary Bladder"	"29010"	0.204	1328	36604337	3.913	6493	19.138
	"2008"	"2008"	"California"	"06"	"Kidney and Renal Pelvis"	"29020"	0.240	1217	36604337	3.511	5181	14.659
	"2008"	"2008"	"California"	"06"	"Thyroid"	"32010"	0.063	237	36604337	0.698	4031	11.065
	"2008"	"2008"	"California"	"06"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.313	2054	36604337	5.993	6698	19.163
	"2008"	"2008"	"California"	"06"	"Leukemias"	"35011-35043"	0.498	2255	36604337	6.569	4627	13.194
	"2008"	"2008"	"Colorado"	"08"	"Colon and Rectum"	"21041-21052"	0.370	633	4889730	14.234	1751	38.456
	"2008"	"2008"	"Colorado"	"08"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.844	241	4889730	5.151	301	6.105
	"2008"	"2008"	"Colorado"	"08"	"Pancreas"	"21100"	0.922	454	4889730	10.219	502	11.083
	"2008"	"2008"	"Colorado"	"08"	"Lung and Bronchus"	"22030"	0.711	1600	4889730	36.552	2282	51.399
	"2008"	"2008"	"Colorado"	"08"	"Melanoma of the Skin"	"25010"	0.168	168	4889730	3.598	1027	21.476
	"2008"	"2008"	"Colorado"	"08"	"Female Breast"	"26000-Female"	0.150	484	2439060	18.871	3221	125.731
	"2008"	"2008"	"Colorado"	"08"	"Corpus Uteri"	"27020"	0.070	36	2439060	1.417	531	20.154
	"2008"	"2008"	"Colorado"	"08"	"Prostate"	"28010"	0.143	388	2450670	23.623	3622	165.143
	"2008"	"2008"	"Colorado"	"08"	"Urinary Bladder"	"29010"	0.203	158	4889730	3.712	814	18.283
	"2008"	"2008"	"Colorado"	"08"	"Kidney and Renal Pelvis"	"29020"	0.242	149	4889730	3.191	628	13.184
	"2008"	"2008"	"Colorado"	"08"	"Thyroid"	"32010"	0.056	31	4889730	0.713	624	12.770
	"2008"	"2008"	"Colorado"	"08"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.305	257	4889730	5.919	902	19.403
	"2008"	"2008"	"Colorado"	"08"	"Leukemias"	"35011-35043"	0.490	300	4889730	7.000	649	14.296
	"2008"	"2008"	"Connecticut"	"09"	"Colon and Rectum"	"21041-21052"	0.319	594	3545579	14.220	1827	44.524
	"2008"	"2008"	"Connecticut"	"09"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.727	213	3545579	5.183	297	7.131
	"2008"	"2008"	"Connecticut"	"09"	"Pancreas"	"21100"	0.861	477	3545579	11.571	554	13.433
	"2008"	"2008"	"Connecticut"	"09"	"Lung and Bronchus"	"22030"	0.631	1744	3545579	42.387	2711	67.162
	"2008"	"2008"	"Connecticut"	"09"	"Melanoma of the Skin"	"25010"	0.099	95	3545579	2.288	922	23.082
	"2008"	"2008"	"Connecticut"	"09"	"Female Breast"	"26000-Female"	0.154	494	1820749	20.994	2980	136.521
	"2008"	"2008"	"Connecticut"	"09"	"Corpus Uteri"	"27020"	0.050	36	1820749	1.454	651	29.104
	"2008"	"2008"	"Connecticut"	"09"	"Prostate"	"28010"	0.143	376	1724830	22.888	2956	160.588
	"2008"	"2008"	"Connecticut"	"09"	"Urinary Bladder"	"29010"	0.163	192	3545579	4.477	1121	27.418
	"2008"	"2008"	"Connecticut"	"09"	"Kidney and Renal Pelvis"	"29020"	0.222	147	3545579	3.601	658	16.227
	"2008"	"2008"	"Connecticut"	"09"	"Thyroid"	"32010"	0.029	21	3545579	0.504	656	17.275
	"2008"	"2008"	"Connecticut"	"09"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.260	237	3545579	5.570	860	21.440
	"2008"	"2008"	"Connecticut"	"09"	"Leukemias"	"35011-35043"	0.475	282	3545579	6.979	584	14.699
	"2008"	"2008"	"Delaware"	"10"	"Colon and Rectum"	"21041-21052"	0.356	160	883874	16.352	453	45.949
	"2008"	"2008"	"Delaware"	"10"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	1.043 (Unreliable)	60	883874	5.840	58	5.598
	"2008"	"2008"	"Delaware"	"10"	"Pancreas"	"21100"	0.900	117	883874	11.925	132	13.245
	"2008"	"2008"	"Delaware"	"10"	"Lung and Bronchus"	"22030"	0.744	571	883874	57.290	773	77.029
	"2008"	"2008"	"Delaware"	"10"	"Melanoma of the Skin"	"25010"	0.093	23	883874	2.295	240	24.722
	"2008"	"2008"	"Delaware"	"10"	"Female Breast"	"26000-Female"	0.181	130	455481	23.156	676	127.759
	"2008"	"2008"	"Delaware"	"10"	"Corpus Uteri"	"27020"	0.107	16	455481	2.881	146	26.842
	"2008"	"2008"	"Delaware"	"10"	"Prostate"	"28010"	0.149	103	428393	27.986	897	188.008
	"2008"	"2008"	"Delaware"	"10"	"Urinary Bladder"	"29010"	0.163	46	883874	4.606	279	28.181
	"2008"	"2008"	"Delaware"	"10"	"Kidney and Renal Pelvis"	"29020"	0.222	37	883874	3.611	158	16.253
	"2008"	"2008"	"Delaware"	"10"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.330	65	883874	6.629	197	20.065
	"2008"	"2008"	"Delaware"	"10"	"Leukemias"	"35011-35043"	0.437	70	883874	7.137	158	16.340
	"2008"	"2008"	"District of Columbia"	"11"	"Colon and Rectum"	"21041-21052"	0.424	105	580236	18.163	245	42.846
	"2008"	"2008"	"District of Columbia"	"11"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.940	53	580236	8.984	59	9.557
	"2008"	"2008"	"District of Columbia"	"11"	"Pancreas"	"21100"	0.957	81	580236	14.124	84	14.762
	"2008"	"2008"	"District of Columbia"	"11"	"Lung and Bronchus"	"22030"	0.895	294	580236	52.515	328	58.683
	"2008"	"2008"	"District of Columbia"	"11"	"Female Breast"	"26000-Female"	0.202	92	306265	28.040	432	138.983
	"2008"	"2008"	"District of Columbia"	"11"	"Prostate"	"28010"	0.144	59	273971	29.037	500	202.121
	"2008"	"2008"	"District of Columbia"	"11"	"Urinary Bladder"	"29010"	0.336	25	580236	4.320	73	12.845
	"2008"	"2008"	"District of Columbia"	"11"	"Kidney and Renal Pelvis"	"29020"	0.236	18	580236	3.135	76	13.286
	"2008"	"2008"	"District of Columbia"	"11"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.324	28	580236	4.966	93	15.337
	"2008"	"2008"	"District of Columbia"	"11"	"Leukemias"	"35011-35043"	0.608	34	580236	5.921	56	9.741
	"2008"	"2008"	"Florida"	"12"	"Colon and Rectum"	"21041-21052"	0.347	3793	18527305	15.613	10695	44.983
	"2008"	"2008"	"Florida"	"12"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.742	1255	18527305	5.251	1648	7.078
	"2008"	"2008"	"Florida"	"12"	"Pancreas"	"21100"	0.886	2585	18527305	10.538	2883	11.889
	"2008"	"2008"	"Florida"	"12"	"Lung and Bronchus"	"22030"	0.708	11963	18527305	49.063	16783	69.273
	"2008"	"2008"	"Florida"	"12"	"Melanoma of the Skin"	"25010"	0.139	674	18527305	2.841	4639	20.439
	"2008"	"2008"	"Florida"	"12"	"Female Breast"	"26000-Female"	0.179	2705	9465279	21.189	14180	118.089
	"2008"	"2008"	"Florida"	"12"	"Corpus Uteri"	"27020"	0.074	214	9465279	1.628	2749	21.975
	"2008"	"2008"	"Florida"	"12"	"Prostate"	"28010"	0.139	2119	9062026	20.204	16365	145.560
	"2008"	"2008"	"Florida"	"12"	"Urinary Bladder"	"29010"	0.207	1139	18527305	4.563	5390	22.027
	"2008"	"2008"	"Florida"	"12"	"Kidney and Renal Pelvis"	"29020"	0.239	875	18527305	3.593	3504	15.040
	"2008"	"2008"	"Florida"	"12"	"Thyroid"	"32010"	0.043	121	18527305	0.489	2302	11.361
	"2008"	"2008"	"Florida"	"12"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.315	1480	18527305	6.119	4454	19.397
	"2008"	"2008"	"Florida"	"12"	"Leukemias"	"35011-35043"	0.469	1576	18527305	6.611	3177	14.107
	"2008"	"2008"	"Georgia"	"13"	"Colon and Rectum"	"21041-21052"	0.366	1346	9504843	16.137	3865	44.148
	"2008"	"2008"	"Georgia"	"13"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.784	420	9504843	4.884	559	6.226
	"2008"	"2008"	"Georgia"	"13"	"Pancreas"	"21100"	0.837	852	9504843	10.390	1047	12.407
	"2008"	"2008"	"Georgia"	"13"	"Lung and Bronchus"	"22030"	0.710	4325	9504843	51.761	6235	72.936
	"2008"	"2008"	"Georgia"	"13"	"Melanoma of the Skin"	"25010"	0.115	208	9504843	2.488	1945	21.687
	"2008"	"2008"	"Georgia"	"13"	"Female Breast"	"26000-Female"	0.178	1085	4856984	22.173	6170	124.796
	"2008"	"2008"	"Georgia"	"13"	"Corpus Uteri"	"27020"	0.085	78	4856984	1.655	984	19.542
	"2008"	"2008"	"Georgia"	"13"	"Prostate"	"28010"	0.152	741	4647859	26.401	7015	173.160
	"2008"	"2008"	"Georgia"	"13"	"Urinary Bladder"	"29010"	0.223	333	9504843	4.245	1574	19.044
	"2008"	"2008"	"Georgia"	"13"	"Kidney and Renal Pelvis"	"29020"	0.233	301	9504843	3.581	1390	15.343
	"2008"	"2008"	"Georgia"	"13"	"Thyroid"	"32010"	0.033	31	9504843	0.354	1026	10.782
	"2008"	"2008"	"Georgia"	"13"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.294	443	9504843	5.556	1640	18.910
	"2008"	"2008"	"Georgia"	"13"	"Leukemias"	"35011-35043"	0.550	535	9504843	6.671	1035	12.123
	"2008"	"2008"	"Hawaii"	"15"	"Colon and Rectum"	"21041-21052"	0.261	198	1332213	12.655	747	48.562
	"2008"	"2008"	"Hawaii"	"15"	"Liver and Intrahepatic Bile Duct"	"21071-21072"	0.684	114	1332213	7.331	168	10.714
	"2008"	"2008"	"Hawaii"	"15"	"Pancreas"	"21100"	0.893	184	1332213	11.783	203	13.198
	"2008"	"2008"	"Hawaii"	"15"	"Lung and Bronchus"	"22030"	0.691	555	1332213	36.375	808	52.652
	"2008"	"2008"	"Hawaii"	"15"	"Melanoma of the Skin"	"25010"	0.055	17	1332213	1.092	302	19.717
	"2008"	"2008"	"Hawaii"	"15"	"Female Breast"	"26000-Female"	0.132	130	665313	16.288	956	123.814
	"2008"	"2008"	"Hawaii"	"15"	"Corpus Uteri"	"27020"	0.081	18	665313	2.232	212	27.696
	"2008"	"2008"	"Hawaii"	"15"	"Prostate"	"28010"	0.135	109	666900	16.535	864	122.159
	"2008"	"2008"	"Hawaii"	"15"	"Urinary Bladder"	"29010"	0.169	39	1332213	2.473	222	14.596
	"2008"	"2008"	"Hawaii"	"15"	"Kidney and Renal Pelvis"	"29020"	0.170	38	1332213	2.441	215	14.318
	"2008"	"2008"	"Hawaii"	"15"	"Non-Hodgkin Lymphoma"	"33041-33042"	0.343	90	1332213	5.763	256	16.792
	"2008"	"2008"	"Hawaii"	"15"	"Leukemias"	"35011-35043"	0.448	82	1332213	5.339	172	11.912
